MARKE,KOMERCINIS_PAV,ELEKTRINE_TP,APSKRITIS,PIRM_REG_METAI_LT
TESLA,MODEL 3,Y,Vilniaus,2021-09
PEUGEOT,2008,Y,Vilniaus,2022-05
SKODA,ENYAQ 80,Y,Utenos,2022-08
NIU,NQI GTS PRO,Y,Vilniaus,2022-03
PEUGEOT,E-2008. EL 50 KWH 136 SUV,Y,Marijampolės,2022-09
VOLKSWAGEN. VW,UP!,Y,Vilniaus,2021-12
TESLA,MODEL Y. LONG RANGE DUAL MOTOR,Y,Vilniaus,2022-09
BMW i,i3,Y,Vilniaus,2021-10
SUNRA,ROBO-S,Y,Klaipėdos,2021-10
FORD,MUSTANG MACH-E,Y,Šiaulių,2022-05
HUAFU,HF-ET09,Y,Kauno,2022-04
TOYOTA,PROACE CITY ELECTRIC,Y,Vilniaus,2022-11
SKODA,ENYAQ 80,Y,Vilniaus,2022-08
5750 VOLKSWAGEN,GOLF,Y,Kauno,2022-03
HORWIN,EK1. HORWIN EK1,Y,Vilniaus,2022-08
NISSAN,LEAF,Y,Kauno,2022-05
BMW,I4 M50,Y,Kauno,2022-04
KIA,NIRO,Y,Klaipėdos,2022-10
NISSAN,NISSAN LEAF 40KWH,Y,Vilniaus,2022-07
GOUPIL,G4,Y,Kauno,2022-05
TESLA,MODEL Y,Y,Vilniaus,2022-09
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2022-09
AUDI,E-TRON GT,Y,Vilniaus,2022-03
HYUNDAI,IONIQ5,Y,Telšių,2022-06
NISSAN,NISSAN LEAF 40KWH,Y,Vilniaus,2022-08
HYUNDAI,IONIQ5,Y,Vilniaus,2022-02
BMW i,SERIE I,Y,Vilniaus,2021-10
TESLA,MODEL 3,Y,Utenos,2021-10
NISSAN,LEAF,Y,Klaipėdos,2021-12
TESLA,MODEL 3,Y,Tauragės,2022-02
TESLA,MODEL S,Y,Šiaulių,2022-08
NISSAN,NISSAN LEAF 40KWH,Y,Klaipėdos,2021-11
MERCEDES-BENZ,EQA 250,Y,Kauno,2022-02
OPEL,MOKKA,Y,Kauno,2022-08
OPEL,CORSA,Y,Vilniaus,2022-07
PEUGEOT,2008,Y,Vilniaus,2022-05
KIA,EV6,Y,Vilniaus,2022-06
BMW,IX XDRIVE50,Y,Vilniaus,2022-03
BMW i,SERIE I,Y,Vilniaus,2021-09
BMW,I4 EDRIVE40,Y,Kauno,2022-04
CUPRA,BORN 170 KW 58/62 KWH,Y,Kauno,2022-07
PEUGEOT,208,Y,Vilniaus,2022-04
BMW,I3 S,Y,Vilniaus,2022-05
MERCEDES-BENZ,EQS 580 4MATIC,Y,Kauno,2022-09
TOYOTA,PROACE CITY VERSO ELECTRIC,Y,Utenos,2022-10
TESLA,MODEL 3,Y,Vilniaus,2022-04
BMW i,I3 EDRIVE BEV 94AH I01 IB1,Y,Kauno,2022-08
FORD,MUSTANG MACH-E,Y,Kauno,2022-09
VOLKSWAGEN. VW,GOLF,Y,Vilniaus,2022-03
TESLA,MODEL Y,Y,Vilniaus,2022-10
VOLKSWAGEN,UP!,Y,Kauno,2022-03
NISSAN,NISSAN LEAF 40KWH,Y,Vilniaus,2022-10
DACIA,SPRING,Y,Kauno,2022-07
FIAT,FIAT 500,Y,Vilniaus,2022-08
TESLA,MODEL 3,Y,Kauno,2022-07
NISSAN,NISSAN LEAF,Y,Vilniaus,2022-05
HYUNDAI,KONA. KAUAI,Y,Klaipėdos,2022-10
CITROEN,SPACETOURER,Y,Vilniaus,2022-03
CITROEN,E-C4,Y,Vilniaus,2022-07
VOLKSWAGEN. VW,UP!,Y,Vilniaus,2022-07
TESLA,MODEL X,Y,Vilniaus,2022-11
TESLA,MODEL 3,Y,Kauno,2022-04
CUPRA,BORN 150 KW 58/62 KWH,Y,Kauno,2022-10
HYUNDAI,KONA. EV AUTOMATISK,Y,Kauno,2022-11
DACIA,SPRING,Y,Kauno,2022-06
VOLKSWAGEN. VW,GOLF,Y,Kauno,2022-05
TESLA,MODEL S,Y,Vilniaus,2022-03
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Kauno,2022-06
SKODA,ENYAQ 60,Y,Alytaus,2022-11
KIA,NIRO,Y,Telšių,2022-02
BMW,IX XDRIVE40,Y,Vilniaus,2022-09
BMW,I3,Y,Panevėžio,2022-04
VOLKSWAGEN,ID.3. ELEKTRO MOTOR 204 1-TRINS-AUTOMATISK,Y,Kauno,2022-10
TESLA,MODEL 3,Y,Vilniaus,2022-05
VOLKSWAGEN. VW,ID.3 PRO 107 KW,Y,Vilniaus,2022-08
NISSAN,NISSAN LEAF 40KWH,Y,Vilniaus,2022-03
NISSAN,NISSAN LEAF 40KWH,Y,Vilniaus,2022-03
AUDI,E- TRON SPORTBACK PREMIUM,Y,Kauno,2022-10
HYUNDAI,IONIQ,Y,Vilniaus,2022-09
VOLKSWAGEN. VW,ID.3 PRO 150 KW,Y,Vilniaus,2022-10
MERCEDES-BENZ,EQA 250,Y,Klaipėdos,2022-06
TESLA,MODEL 3,Y,Vilniaus,2022-08
HYUNDAI,IONIQ5,Y,Kauno,2022-08
XINRI,XZY,Y,Telšių,2022-04
TESLA,MODEL 3,Y,Vilniaus,2022-08
NISSAN,NISSAN LEAF 40KWH,Y,Vilniaus,2022-03
TESLA MOTORS,MODEL 3,Y,Vilniaus,2022-07
AUDI,Q4 SPORTBACK 50 E-TRON,Y,Kauno,2022-01
VOLKSWAGEN. VW,ID.4 GTX 220 KW,Y,Kauno,2022-09
KIA,NIRO,Y,Šiaulių,2022-05
JAGUAR,JAGUAR I-PACE,Y,Kauno,2022-06
NISSAN,NISSAN LEAF 62KWH,Y,Vilniaus,2022-07
NISSAN,NISSAN LEAF 30kwh,Y,Vilniaus,2022-02
RENAULT,MEGANE E-TECH ELECTRIC,Y,Vilniaus,2022-05
TESLA,MODEL X,Y,Kauno,2022-06
HYUNDAI,KONA. KAUAI,Y,Vilniaus,2022-08
DFSK,SERES 3,Y,Kauno,2022-07
DAYI MOTOR,E-THOR 6.0B,Y,Klaipėdos,2022-03
TESLA,MODEL 3,Y,Kauno,2022-08
DACIA,SPRING,Y,Vilniaus,2022-06
BMW i,i3,Y,Kauno,2022-10
SKODA,ENYAQ 60,Y,Klaipėdos,2022-05
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2022-07
TESLA,MODEL S,Y,Vilniaus,2022-08
VOLKSWAGEN. VW,ID.3 PRO 150 KW,Y,Vilniaus,2022-07
SMART,EQ FORTWO COUPE,Y,Šiaulių,2022-08
TESLA,MODEL S,Y,Vilniaus,2022-06
SUNRA,ROBO-S,Y,Šiaulių,2022-04
LEXUS,LEXUS UX300E,Y,Šiaulių,2022-02
NISSAN,LEAF,Y,Klaipėdos,2022-03
BMW,IX XDRIVE50,Y,Kauno,2022-11
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2022-10
TESLA,MODEL 3,Y,Vilniaus,2022-07
NISSAN,NISSAN LEAF 40KWH,Y,Kauno,2022-11
BMW,IX XDRIVE40,Y,Kauno,2022-07
EFUN,ERIDER,Y,Panevėžio,2022-04
MG,MG ZS EV,Y,Kauno,2022-12
DFSK,SERES 3,Y,Klaipėdos,2022-08
MERCEDES-BENZ,EQC 400 4MATIC,Y,Vilniaus,2022-05
MINI,COOPER SE,Y,Vilniaus,2022-10
DAYI MOTOR,E-THOR 5.0C,Y,Panevėžio,2022-06
HYUNDAI,KONA. KAUAI,Y,Vilniaus,2022-10
PORSCHE,TAYCAN 4S,Y,Vilniaus,2022-04
TESLA,MODEL Y,Y,Vilniaus,2022-10
PORSCHE,TAYCAN TURBO,Y,Vilniaus,2022-11
TESLA,MODEL S,Y,Vilniaus,2022-12
ALTAS AUTO,ALTAS NOVUS,Y,Kauno,2022-07
BMW i,i3,Y,Vilniaus,2022-03
AUDI,E-TRON SPORTBACK 50,Y,Klaipėdos,2022-08
TESLA,MODEL X,Y,Utenos,2022-08
PEUGEOT,2008,Y,Vilniaus,2022-07
ECO ZONE,LIEYING,Y,Kauno,2022-10
DAYI MOTOR,E-THOR 5.0C,Y,Utenos,2022-03
XINRI,XZY,Y,Telšių,2022-10
TESLA,MODEL 3,Y,Vilniaus,2022-05
TESLA,MODEL X,Y,Kauno,2022-10
BMW,IX XDRIVE40,Y,Vilniaus,2022-07
TESLA,MODEL 3,Y,Kauno,2022-07
HYUNDAI,IONIQ5,Y,Klaipėdos,2022-04
KIA,EV6,Y,Vilniaus,2022-08
NISSAN,NISSAN LEAF 40KWH,Y,Klaipėdos,2022-07
TESLA,MODEL 3,Y,Vilniaus,2022-09
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2022-09
HUAFU,HF-ET09,Y,Šiaulių,2022-04
AUDI,E-TRON,Y,Kauno,2022-11
PORSCHE,TAYCAN 4S,Y,Kauno,2022-11
HYUNDAI,KONA. KAUAI,Y,Klaipėdos,2022-08
FIAT,500,Y,Vilniaus,2022-07
NISSAN,LEAF 30KWH,Y,Šiaulių,2022-07
LUQI,HL6.0S,Y,Kauno,2022-09
CITROEN,C-ZERO,Y,Klaipėdos,2022-03
AUDI,E-TRON GT,Y,Vilniaus,2022-04
MERCEDES-BENZ,EQB 300 4MATIC,Y,Vilniaus,2022-05
CUPRA,BORN 150 KW 58/62 KWH,Y,Kauno,2022-09
TESLA,MODEL 3,Y,Vilniaus,2022-09
KIA,NIRO,Y,Vilniaus,2022-02
VW,UP!,Y,Vilniaus,2022-10
KIA,NIRO,Y,Vilniaus,2022-04
VOLKSWAGEN. VW,ID.4 PRO S AWD,Y,Kauno,2022-11
ECO ZONE,TIANWEI,Y,Marijampolės,2022-05
RENAULT,ZOE,Y,Kauno,2022-09
NISSAN,NISSAN LEAF 40KWH,Y,Vilniaus,2022-07
VOLKSWAGEN,UP!,Y,Vilniaus,2022-12
EFUN,ERIDER,Y,Panevėžio,2022-05
TESLA,MODEL 3,Y,Kauno,2022-03
MERCEDES-BENZ,EQC 400 4MATIC,Y,Klaipėdos,2022-08
GOUPIL,G4,Y,Utenos,2022-11
HYUNDAI,IONIQ5,Y,Kauno,2022-07
TESLA,MODEL 3,Y,Klaipėdos,2022-11
SKODA,ENYAQ 60,Y,Kauno,2022-06
TESLA,MODEL 3,Y,Vilniaus,2022-11
ECO ZONE,LIEYING,Y,Kauno,2022-03
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2022-06
RENAULT,ZOE,Y,Alytaus,2022-04
AUDI,E-TRON SPORTBACK PRESTIGE,Y,Kauno,2022-03
KIA,NIRO,Y,Vilniaus,2022-02
DACIA,SPRING,Y,Vilniaus,2022-06
CUPRA,BORN,Y,Kauno,2022-03
LUQI,HL6.0S,Y,Panevėžio,2022-05
MERCEDES-BENZ,EQC 400 4MATIC,Y,Klaipėdos,2022-06
TESLA,MODEL 3,Y,Vilniaus,2022-04
HYUNDAI,KONA,Y,Kauno,2022-03
NISSAN,NISSAN LEAF 40KWH,Y,Kauno,2022-10
HYUNDAI,IONIQ,Y,Vilniaus,2022-05
BMW,CE04,Y,Vilniaus,2022-04
CHEVROLET,BOLT EV LT,Y,Telšių,2022-09
VOLKSWAGEN. VW,GOLF,Y,Vilniaus,2022-04
TESLA,MODEL Y,Y,Klaipėdos,2022-07
HYUNDAI,IONIQ5,Y,Vilniaus,2022-02
SKODA,ENYAQ 60,Y,Vilniaus,2022-11
TESLA,MODEL Y,Y,Vilniaus,2022-05
NISSAN,NISSAN LEAF 40KWH,Y,Tauragės,2022-11
CHEVROLET,BOLT EV,Y,Kauno,2022-10
HYUNDAI,IONIQ5,Y,Kauno,2022-06
TESLA,MODEL 3,Y,Vilniaus,2022-11
AUDI,E-TRON 55,Y,Kauno,2022-10
TESLA,MODEL 3,Y,Kauno,2022-12
RENAULT,ZOE,Y,Kauno,2022-08
NIU,UQI GT PRO,Y,Kauno,2022-04
PIAGGIO,VESPA ELETTRICA,Y,Vilniaus,2022-07
TESLA,MODEL Y,Y,Vilniaus,2022-07
DAYI MOTOR,E-THOR 6.0B,Y,Kauno,2022-08
NISSAN,LEAF. 30 KWH 2WD AUT.,Y,Vilniaus,2022-05
HECHT MOTORS,HECHT COCIS,Y,Vilniaus,2022-03
SKODA,ENYAQ 60,Y,Utenos,2022-07
XINRI,XZY,Y,Kauno,2022-09
NISSAN,NISSAN LEAF 40KWH,Y,Vilniaus,2022-10
ALTAS AUTO,ALTAS NOVUS,Y,Kauno,2022-07
HYUNDAI,IONIQ5,Y,Vilniaus,2022-11
RENAULT,ZOE,Y,Kauno,2022-06
DAYI MOTOR,E-ODIN 2.0,Y,Alytaus,2022-06
RENAULT,ZOE,Y,Panevėžio,2022-05
VW,UP!,Y,Vilniaus,2022-05
TESLA,MODEL Y,Y,Vilniaus,2022-06
DAYI MOTOR,E-GEN 4.0AL,Y,Tauragės,2022-05
VOLKSWAGEN. VW,GOLF,Y,Kauno,2022-11
NISSAN,LEAF,Y,Šiaulių,2022-05
ECO ZONE,LIEYING,Y,Vilniaus,2022-03
PEUGEOT,208,Y,Vilniaus,2022-09
NISSAN,NISSAN LEAF 40KWH,Y,Kauno,2022-11
PEUGEOT,2008,Y,Vilniaus,2022-05
MERCEDES-BENZ,EQV,Y,Vilniaus,2022-11
MANGOSTEEN,M1,Y,Vilniaus,2022-08
CUPRA,BORN 150 KW 58/62 KWH,Y,Kauno,2022-09
SKODA,ENYAQ 60,Y,Klaipėdos,2022-01
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2022-09
TESLA,MODEL X,Y,Vilniaus,2022-11
VOLKSWAGEN. VW,UP!,Y,Vilniaus,2022-03
DAYI MOTOR,E-THOR 5.0C,Y,Vilniaus,2022-05
SKODA,ENYAQ 80,Y,Klaipėdos,2022-09
HYUNDAI,KONA. EV AUTOMATISK,Y,Panevėžio,2022-05
AUDI,E-TRON GT,Y,Vilniaus,2022-03
RENAULT,ZOE,Y,Kauno,2022-03
PORSCHE,TAYCAN,Y,Kauno,2022-06
LUQI,HL3.0,Y,Šiaulių,2022-02
XINDAYANG,ZHIDOU;ICARO;SHARE'NGO,Y,Kauno,2022-11
BMW i,i3,Y,Kauno,2022-11
VOLKSWAGEN. VW,ID.5 PRO 150KW,Y,Vilniaus,2022-11
DACIA,SPRING,Y,Vilniaus,2022-06
RENAULT,ZOE,Y,Kauno,2022-07
SUNRA,MIKU MAX,Y,Panevėžio,2022-03
VOLVO,XC40,Y,Kauno,2022-02
OPEL,ROCKS-E,Y,Kauno,2022-06
HYUNDAI,KONA. KAUAI,Y,Kauno,2022-06
TESLA,MODEL 3,Y,Kauno,2022-07
MERCEDES-BENZ,EQB 300 4MATIC,Y,Vilniaus,2022-05
DFSK,SERES 3,Y,Utenos,2022-06
ROTOM,GYD3000-2A,Y,Šiaulių,2022-08
RENAULT,ZOE,Y,Klaipėdos,2022-03
FORD,MUSTANG MACH-E,Y,Vilniaus,2022-10
PEUGEOT,2008,Y,Vilniaus,2022-05
NISSAN,NISSAN LEAF 40KWH,Y,Kauno,2022-11
AUDI,E-TRON 50,Y,Vilniaus,2022-04
KIA,SOUL,Y,Utenos,2022-02
TESLA,MODEL 3 LONG RANGE,Y,Vilniaus,2022-10
MERCEDES,EQC 400 4MATIC,Y,Klaipėdos,2022-11
MERCEDES-BENZ,EQS 580 4MATIC,Y,Vilniaus,2022-05
NISSAN,NISSAN LEAF 40KWH,Y,Panevėžio,2022-11
SKODA,ENYAQ 60,Y,Vilniaus,2022-10
NISSAN,LEAF. 150 HK AUT,Y,Kauno,2022-12
TESLA,MODEL S,Y,Šiaulių,2022-04
VOLKSWAGEN. VW,GOLF,Y,Klaipėdos,2022-04
MS ENERGY,MS ENERGY S10,Y,Vilniaus,2022-08
VOLKSWAGEN. VW,GOLF,Y,Vilniaus,2022-11
NISSAN,NISSAN LEAF 40KWH,Y,Vilniaus,2022-11
PEUGEOT,ION,Y,Vilniaus,2022-06
TESLA,MODEL Y,Y,Vilniaus,2022-04
XINRI,XZY,Y,Panevėžio,2022-02
Sommer GmbH,TA,Y,Vilniaus,2022-02
TESLA,MODEL Y,Y,Kauno,2022-10
PIAGGIO,PORTER ELECTRIC,Y,Panevėžio,2022-10
DAYI MOTOR,E-ODIN 2.0,Y,Marijampolės,2022-08
VOLVO,XC40,Y,Kauno,2022-02
MERCEDES-BENZ,EQE 350+,Y,Vilniaus,2022-07
CUPRA,BORN 150 KW 58/62 KWH,Y,Vilniaus,2022-10
HYUNDAI,IONIQ,Y,Kauno,2022-05
SUPER SOCO,TS STREET HUNTER,Y,Vilniaus,2022-06
HYUNDAI,IONIQ,Y,Vilniaus,2022-08
AUDI,E-TRON 55,Y,Vilniaus,2022-11
TESLA,MODEL S,Y,Vilniaus,2022-07
TESLA,MODEL Y,Y,Vilniaus,2022-05
KIA,EV6,Y,Vilniaus,2023-01
NISSAN,NISSAN LEAF 62KWH,Y,Tauragės,2023-04
Porsche,Taycan Turbo S,Y,Kauno,2023-08
DACIA,SPRING,Y,Vilniaus,2023-01
SUBARU,SOLTERRA,Y,Vilniaus,2023-02
BMW,iX3,Y,Klaipėdos,2023-06
KIA,NIRO,Y,Vilniaus,2023-08
CHUANYUE,CITYCOCO,Y,Kauno,2023-06
TESLA,MODEL 3,Y,Šiaulių,2023-07
TESLA,MODEL X,Y,Kauno,2023-09
VOLKSWAGEN. VW,ID.3 PRO 150 KW,Y,Kauno,2023-10
SKODA,ENYAQ 60,Y,Vilniaus,2022-09
MERCEDES-BENZ,EQA 300 4MATIC,Y,Vilniaus,2022-06
PEUGEOT,2008,Y,Vilniaus,2022-05
NIU,NQI SPORT,Y,Vilniaus,2022-09
RENAULT,ZOE,Y,Vilniaus,2022-03
BMW,IX XDRIVE50,Y,Kauno,2022-11
NISSAN,NISSAN LEAF 62KWH,Y,Klaipėdos,2023-04
TESLA,MODEL Y,Y,Vilniaus,2023-05
MINI,COOPER SE,Y,Vilniaus,2022-12
HYUNDAI,KONA.KAUAI,Y,Kauno,2023-05
TESLA,MODEL 3,Y,Kauno,2023-06
TOYOTA,PROACE CITY ELECTRIC,Y,Vilniaus,2023-08
ALTAS AUTO,ALTAS NOVUS,Y,Kauno,2022-07
PORSCHE,TAYCAN,Y,Klaipėdos,2022-04
TESLA,MODEL S,Y,Kauno,2022-12
SUPER SOCO,TS STREET HUNTER,Y,Vilniaus,2023-09
TESLA,MODEL 3,Y,Vilniaus,2022-12
VOLKSWAGEN-VW VOLKSWAGEN. VW,GOLF,Y,Vilniaus,2023-07
SKODA,ENYAQ 80,Y,Alytaus,2023-06
TOYOTA,TOYOTA BZ4X,Y,Vilniaus,2023-05
TESLA,MODEL Y,Y,Kauno,2022-01
VOLKSWAGEN. VW,ID.3 PRO S 150 KW,Y,Kauno,2023-02
DACIA,SPRING,Y,Alytaus,2023-04
AUDI,Q8 50 E-TRON,Y,Klaipėdos,2023-09
SUNRA,ROBO-S,Y,Vilniaus,2023-03
OPEL,AMPERA-E,Y,Šiaulių,2023-05
DACIA,SPRING,Y,Klaipėdos,2023-02
OPEL,MOKKA,Y,Kauno,2022-08
FORD,MUSTANG MACH-E,Y,Utenos,2022-04
NISSAN,LEAF 30KWH,Y,Klaipėdos,2022-03
TESLA,MODEL S,Y,Vilniaus,2023-04
VIGOROUS,T408-1,Y,Vilniaus,2023-05
BMW,I4 M50,Y,Vilniaus,2023-08
VOLKSWAGEN. VW,ID.3 PRO 150 KW,Y,Kauno,2023-10
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Klaipėdos,2022-09
HYUNDAI,KONA. KAUAI,Y,Vilniaus,2022-10
DFSK,SERES 3,Y,Kauno,2022-08
VOLKSWAGEN,GOLF,Y,Klaipėdos,2022-04
FIAT,500,Y,Vilniaus,2022-06
AUDI,Q4 35 E-TRON,Y,Vilniaus,2022-12
AUDI,Q4 35 E-TRON,Y,Vilniaus,2022-12
HYUNDAI,KONA.KAUAI,Y,Kauno,2023-06
NISSAN,NISSAN LEAF 62KWH,Y,Klaipėdos,2022-12
BMW,IX XDRIVE50,Y,Kauno,2023-01
NISSAN,NISSAN LEAF 40KWH,Y,Klaipėdos,2023-06
VW,ID.4 PRO,Y,Panevėžio,2023-08
SKODA,ENYAQ 60,Y,Klaipėdos,2023-07
VIGOROUS,T408-1,Y,Kauno,2023-05
AUDI,E-TRON SPORTBACK 55,Y,Vilniaus,2023-03
VOLKSWAGEN. VW,ID.3 PRO S 150 KW,Y,Klaipėdos,2023-06
AUDI,Q4 SPORTBACK 50 E-TRON,Y,Vilniaus,2022-02
PEUGEOT,2008,Y,Vilniaus,2022-05
TALARIA,TL4000. STING,Y,Vilniaus,2023-08
AUDI,E-TRON SPORTBACK 55,Y,Šiaulių,2022-12
VOLVO,XC40,Y,Vilniaus,2023-03
TESLA,MODEL Y,Y,Vilniaus,2023-01
VOLKSWAGEN. VW,ID.3 PRO 107 KW,Y,Vilniaus,2023-03
SKODA,ENYAQ 60,Y,Klaipėdos,2023-07
SKODA,ENYAQ 80,Y,Vilniaus,2022-07
TESLA,MODEL Y,Y,Vilniaus,2023-08
PORSCHE,TAYCAN GTS,Y,Vilniaus,2023-06
VOLKSWAGEN. VW,ID.3 PRO 150 KW,Y,Vilniaus,2023-06
TESLA,MODEL Y,Y,Šiaulių,2023-06
TESLA,MODEL 3,Y,Kauno,2023-05
VOLKSWAGEN. VW,ID.3 PRO S 150 KW,Y,Vilniaus,2023-09
TESLA,MODEL S,Y,Klaipėdos,2022-12
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Kauno,2023-07
TESLA,MODEL Y,Y,Kauno,2022-03
TESLA,MODEL X LONG RANGE,Y,Vilniaus,2023-06
SKODA,ENYAQ 60,Y,Kauno,2023-02
NISSAN,LEAF 30KWH,Y,Vilniaus,2022-04
NISSAN,NISSAN LEAF 40KWH,Y,Vilniaus,2022-11
HYUNDAI,KONA. KAUAI,Y,Kauno,2023-08
TESLA,MODEL 3,Y,Šiaulių,2023-03
TESLA,MODEL Y,Y,Kauno,2023-05
TESLA,MODEL S,Y,Šiaulių,2023-05
NISSAN,NISSAN NV200,Y,Marijampolės,2023-04
DACIA,SPRING,Y,Vilniaus,2022-07
TESLA,MODEL 3,Y,Kauno,2022-06
HYUNDAI,IONIQ5,Y,Vilniaus,2023-01
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2023-03
TESLA,MODEL Y,Y,Vilniaus,2023-05
KIA,NIRO,Y,Vilniaus,2023-01
NISSAN,LEAF 40KWH,Y,Vilniaus,2022-02
AUDI,E-TRON,Y,Klaipėdos,2022-10
XINRI,XZY,Y,Vilniaus,2022-03
HYUNDAI,IONIQ5,Y,Vilniaus,2023-03
AUDI,Q4 SPORTBACK 50 E-TRON,Y,Utenos,2023-07
VOLKSWAGEN. VW,ID.3 PRO S 150 KW,Y,Vilniaus,2023-04
TESLA,MODEL Y,Y,Kauno,2023-03
TOYOTA,PROACE CITY ELECTRIC,Y,Vilniaus,2023-08
NISSAN,NISSAN LEAF 62KWH,Y,Kauno,2023-06
TESLA,MODEL Y,Y,Klaipėdos,2022-12
DACIA,SPRING,Y,Klaipėdos,2022-04
PEUGEOT,2008,Y,Vilniaus,2022-07
PEUGEOT,2008,Y,Vilniaus,2022-07
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Klaipėdos,2022-09
SUNRA,LEO,Y,Vilniaus,2022-05
TESLA,MODEL 3,Y,Vilniaus,2023-06
SKODA,ENYAQ RS,Y,Vilniaus,2023-07
TESLA,MODEL Y,Y,Kauno,2023-07
NISSAN,NISSAN LEAF 30KWH,Y,Klaipėdos,2023-03
FORD,MUSTANG MACH-E,Y,Klaipėdos,2023-09
TESLA,MODEL 3,Y,Vilniaus,2023-03
TESLA,MODEL Y,Y,Kauno,2022-04
OPEL,AMPERA-E,Y,Šiaulių,2022-05
PEUGEOT,2008,Y,Klaipėdos,2022-06
MERCEDES-BENZ,EQC 400 4MATIC,Y,Kauno,2022-04
SKODA,ENYAQ 60,Y,Kauno,2022-05
TESLA,MODEL 3,Y,Vilniaus,2022-12
NISSAN,NISSAN ARIYA,Y,Kauno,2023-09
TESLA,MODEL Y,Y,Vilniaus,2023-01
TESLA,MODEL Y,Y,Vilniaus,2023-02
TESLA,MODEL Y,Y,Vilniaus,2023-04
BMW i,I3S,Y,Vilniaus,2023-05
MERCEDES-BENZ,EQS 580 4 MATIC,Y,Šiaulių,2023-08
DAYI MOTOR,E-THOR 6.0B,Y,Vilniaus,2022-10
NISSAN,E-NV200,Y,Vilniaus,2022-03
TESLA,MODEL Y,Y,Šiaulių,2022-11
PORSCHE,TAYCAN GTS,Y,Panevėžio,2022-11
KIA,NIRO,Y,Vilniaus,2023-03
AUDI,Q4 SPORTBACK 45 E-TRON,Y,Kauno,2023-02
PEUGEOT,2008,Y,Vilniaus,2023-05
MINI,COOPER SE,Y,Vilniaus,2023-06
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2023-07
CUPRA,BORN 150 KW 58/62 KWH,Y,Vilniaus,2023-05
KIA,NIRO,Y,Kauno,2023-07
CHUANYUE,CITYCOCO,Y,Klaipėdos,2023-02
TOYOTA,PROACE,Y,Alytaus,2023-02
DACIA,SPRING,Y,Alytaus,2023-07
CITROEN,E-C4,Y,Vilniaus,2023-07
HYUNDAI,KONA. KAUAI,Y,Šiaulių,2023-08
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2023-10
TESLA,MODEL Y,Y,Vilniaus,2023-02
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Kauno,2023-06
MINI,COOPER SE,Y,Vilniaus,2022-12
VOLKSWAGEN. VW,ID.3 PRO 107 KW,Y,Tauragės,2023-05
DAYI MOTOR,E-GEN 4.0AL,Y,Alytaus,2023-05
BMW,IX1 XDRIVE30,Y,Kauno,2023-09
PEUGEOT,208,Y,Vilniaus,2023-01
AUDI,Q4 SPORTBACK 40 E-TRON,Y,Vilniaus,2023-09
VW,GOLF E,Y,Šiaulių,2023-09
TESLA,MODEL Y,Y,Klaipėdos,2023-09
AUDI,Q8 50 E-TRON,Y,Vilniaus,2023-04
VOLKSWAGEN. VW,ID.4 GTX 220 KW,Y,Kauno,2023-06
MITSUBISHI,I-MIEV,Y,Utenos,2023-06
MERCEDES-BENZ,EQB 350 4MATIC,Y,Utenos,2023-01
HYUNDAI,KONA.KAUAI,Y,Klaipėdos,2023-08
TOYOTA (J) TOYOTA,TOYOTA BZ4X,Y,Vilniaus,2023-07
MINI,COOPER SE,Y,Vilniaus,2023-06
VOLKSWAGEN. VW,ID.4 PRO 150 KW,Y,Vilniaus,2023-08
KIA,EV6,Y,Vilniaus,2023-01
TESLA,MODEL 3,Y,Klaipėdos,2023-09
HECHT,HECHT EQUIS,Y,Vilniaus,2023-06
VOLKSWAGEN. VW,ID.3 PRO 107 KW,Y,Vilniaus,2023-02
BMW,IX XDRIVE50,Y,Kauno,2023-06
FORD,MUSTANG MACH-E,Y,Vilniaus,2023-09
VOLVO,XC40,Y,Vilniaus,2023-01
SUBARU,SOLTERRA,Y,Vilniaus,2023-08
HYUNDAI,KONA. KAUAI,Y,Telšių,2023-05
VOLKSWAGEN,GOLF,Y,Kauno,2023-07
TOYOTA,PROACE CITY ELECTRIC,Y,Vilniaus,2023-07
VOLKSWAGEN. VW,ID.3 PRO 150 KW,Y,Marijampolės,2023-07
DACIA,SPRING,Y,Panevėžio,2023-06
TOYOTA,PROACE CITY ELECTRIC,Y,Klaipėdos,2023-02
MERCEDES-BENZ,EQS 500 4MATIC,Y,Panevėžio,2023-02
SKODA,ENYAQ 80,Y,Vilniaus,2023-07
